build_id,model_id,model_name,manufacturer,series,control_board,install_method,route_id,firmware_version,channel,file_name,size_bytes,sha256
s19jpro-a-aml-nand-v1.3.5,s19jpro-a,Antminer S19j Pro A,Bitmain,x19,AML,nand,s19jpro-a-aml-nand,1.3.5,stable,vnish-s19jpro-a-aml-nand-v1.3.5.tar.gz,21574626,e554eeac25e76512bf0cfd444d160f0cee9fb13a2c62b43bf74d8c0b2908624a
s19jpro-a-bb-nand-v1.3.5,s19jpro-a,Antminer S19j Pro A,Bitmain,x19,BB,nand,s19jpro-a-bb-nand,1.3.5,stable,vnish-s19jpro-a-bb-nand-v1.3.5.tar.gz,19276765,fea695b330385677fd71b36deeb8e981ca09c602a0cb0917c80b16ec87485643
s19jpro-a-aml-nand-v1.3.6,s19jpro-a,Antminer S19j Pro A,Bitmain,x19,AML,nand,s19jpro-a-aml-nand,1.3.6,stable,vnish-s19jpro-a-aml-nand-v1.3.6.tar.gz,21548184,0d673a3261c562856cd21ab250bb3dc5191c94bf795e52a1e62acd991a741fae
s19jpro-a-bb-nand-v1.3.6,s19jpro-a,Antminer S19j Pro A,Bitmain,x19,BB,nand,s19jpro-a-bb-nand,1.3.6,stable,vnish-s19jpro-a-bb-nand-v1.3.6.tar.gz,19250128,5d095865787a8c2ee2e7427d8deb15e73df63d2fd6d5c9f16c84643566c24d65
s19jpro-a-cv-nand-v1.3.6,s19jpro-a,Antminer S19j Pro A,Bitmain,x19,CV,nand,s19jpro-a-cv-nand,1.3.6,stable,vnish-s19jpro-a-cv-nand-v1.3.6.tar.gz,12469746,3db78f3bd427e6f58a7c4a1c9bb4015e2183f800522a388b477f72ad4b234bec
s19jpro-plus-aml-nand-v1.3.4,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,AML,nand,s19jpro-plus-aml-nand,1.3.4,stable,vnish-s19jpro-plus-aml-nand-v1.3.4.tar.gz,21544665,eca01f752b956055b744ee277181b4ac2c859e57438c2f579e94a154c26a7f6f
s19jpro-plus-bb-nand-v1.3.4,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,BB,nand,s19jpro-plus-bb-nand,1.3.4,stable,vnish-s19jpro-plus-bb-nand-v1.3.4.tar.gz,19253839,8dd843fd8574eaec5841a126d9b9d2a9818782649187b34e03d1aae8998af26a
s19jpro-plus-cv-nand-v1.3.4,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,CV,nand,s19jpro-plus-cv-nand,1.3.4,stable,vnish-s19jpro-plus-cv-nand-v1.3.4.tar.gz,12357797,4f7a681a83859e476e21d0d846df4cb4afb49bee8414cca8aa982a2c44a815d8
s19jpro-plus-xil-nand-v1.3.4,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,XIL,nand,s19jpro-plus-xil-nand,1.3.4,stable,vnish-s19jpro-plus-xil-nand-v1.3.4.tar.gz,16165283,03942a74e3c6a0c32c15b9ef77a07f9597f5e56ed1cf38059f781884d92caa6b
s19jpro-plus-bb-nand-v1.3.5,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,BB,nand,s19jpro-plus-bb-nand,1.3.5,stable,vnish-s19jpro-plus-bb-nand-v1.3.5.tar.gz,19287969,ad9bf1a1a3dc1d83429bcdcd2193696a1ded061d188ac1499bdc82cac00fa28e
s19jpro-plus-aml-nand-v1.3.5,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,AML,nand,s19jpro-plus-aml-nand,1.3.5,stable,vnish-s19jpro-plus-aml-nand-v1.3.5.tar.gz,21566914,42d15ac890ef92bdd69cd4bfbe517435751b4e49ee9a36d531f29474bd10c6cc
s19jpro-plus-cv-nand-v1.3.5,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,CV,nand,s19jpro-plus-cv-nand,1.3.5,stable,vnish-s19jpro-plus-cv-nand-v1.3.5.tar.gz,12390023,583f62cd2cfda7ef0df48223adb549a98bf77ac43fb0adf7352830bf966edf21
s19jpro-plus-xil-nand-v1.3.5,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,XIL,nand,s19jpro-plus-xil-nand,1.3.5,stable,vnish-s19jpro-plus-xil-nand-v1.3.5.tar.gz,16177934,071e9da4597da9223b7475c476b8818d11ea4cf91433cd02f23584a484eac1e8
s19jpro-plus-aml-nand-v1.3.6,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,AML,nand,s19jpro-plus-aml-nand,1.3.6,stable,vnish-s19jpro-plus-aml-nand-v1.3.6.tar.gz,21567399,c7422e9b5e4f55363a7710c4966ae5fea033d379f7b0fc50e27c0a3078354307
s19jpro-plus-bb-nand-v1.3.6,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,BB,nand,s19jpro-plus-bb-nand,1.3.6,stable,vnish-s19jpro-plus-bb-nand-v1.3.6.tar.gz,19277262,5590d41c2495ceeaac30802b5ef81d259a31c7758b701f6670fa9cfb3cc42a91
s19jpro-plus-cv-nand-v1.3.6,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,CV,nand,s19jpro-plus-cv-nand,1.3.6,stable,vnish-s19jpro-plus-cv-nand-v1.3.6.tar.gz,12490984,27a149f1199f14838bc3892afe77160436fc741f63a9ca3483e4c3552dcebeba
s19jpro-plus-xil-nand-v1.3.6,s19jpro-plus,Antminer S19j Pro+,Bitmain,x19,XIL,nand,s19jpro-plus-xil-nand,1.3.6,stable,vnish-s19jpro-plus-xil-nand-v1.3.6.tar.gz,16192360,4af5391057a905d080ebe98d04c6bd64ce80962efff2e9c7d8a625c4c003ddda
s19kpro-aml-nand-v1.3.4,s19kpro,Antminer S19k Pro,Bitmain,x19,AML,nand,s19kpro-aml-nand,1.3.4,stable,vnish-s19kpro-aml-nand-v1.3.4.tar.gz,21548876,91b3239aaed1a5afc9a57f193b0233f9f5ab703142d58a8a31d002a4ea0938c3
s19kpro-cv-nand-v1.3.4,s19kpro,Antminer S19k Pro,Bitmain,x19,CV,nand,s19kpro-cv-nand,1.3.4,stable,vnish-s19kpro-cv-nand-v1.3.4.tar.gz,12381544,e6bfbf24498be2546c9ce6ed81be27306b0f3d7b296e9db86fbac65f0761d195
s19kpro-xil-nand-v1.3.4,s19kpro,Antminer S19k Pro,Bitmain,x19,XIL,nand,s19kpro-xil-nand,1.3.4,stable,vnish-s19kpro-xil-nand-v1.3.4.tar.gz,16181989,e8d2e2a4b167dbe7b658bba04fb3420ccfc5db0dd006175c189d5b0057415867
s19kpro-aml-nand-v1.3.5,s19kpro,Antminer S19k Pro,Bitmain,x19,AML,nand,s19kpro-aml-nand,1.3.5,stable,vnish-s19kpro-aml-nand-v1.3.5.tar.gz,21550002,862e5879fdd051e044a3a2f8e1cd1e0b1061a338add5dd1b7a1c0e7924e75c39
s19kpro-cv-nand-v1.3.5,s19kpro,Antminer S19k Pro,Bitmain,x19,CV,nand,s19kpro-cv-nand,1.3.5,stable,vnish-s19kpro-cv-nand-v1.3.5.tar.gz,12368197,94cd710ecf527a7abefbb24d48126d47d6402dff1733ad356be0eb4d9333d5c3
s19kpro-xil-nand-v1.3.5,s19kpro,Antminer S19k Pro,Bitmain,x19,XIL,nand,s19kpro-xil-nand,1.3.5,stable,vnish-s19kpro-xil-nand-v1.3.5.tar.gz,16171515,57d8ccf101df3dcfbe9fb2f392647ea4724d8ccc0516ccd83ed1b27ce5719be4
s19kpro-aml-nand-v1.3.6,s19kpro,Antminer S19k Pro,Bitmain,x19,AML,nand,s19kpro-aml-nand,1.3.6,stable,vnish-s19kpro-aml-nand-v1.3.6.tar.gz,21544721,3fd217485bd92cd7cba9f57c90cd04bbb763eaf111f381988aae922f7a0180be
s19kpro-cv-nand-v1.3.6,s19kpro,Antminer S19k Pro,Bitmain,x19,CV,nand,s19kpro-cv-nand,1.3.6,stable,vnish-s19kpro-cv-nand-v1.3.6.tar.gz,12490682,4a829f96d264764f6ce466c62b009007c2bb30d663569aff9056bf00c76b21b9
s19kpro-xil-nand-v1.3.6,s19kpro,Antminer S19k Pro,Bitmain,x19,XIL,nand,s19kpro-xil-nand,1.3.6,stable,vnish-s19kpro-xil-nand-v1.3.6.tar.gz,16170891,8a3746104029904273c8c4841fcde13718f4026cd18fbee22fb12d987d9561b8
s19plus-xil-nand-v1.3.4,s19plus,Antminer S19+,Bitmain,x19,XIL,nand,s19plus-xil-nand,1.3.4,stable,vnish-s19plus-xil-nand-v1.3.4.tar.gz,16185534,899f3fa0e2456ec78f49b1708f6c70243a8ab9014c6baf7f04a6ca2ecf9d887e
s19plus-xil-nand-v1.3.5,s19plus,Antminer S19+,Bitmain,x19,XIL,nand,s19plus-xil-nand,1.3.5,stable,vnish-s19plus-xil-nand-v1.3.5.tar.gz,16182680,b30f62dcdfeaf4277975ad58479e23165303880747ac6d7e4c257ae3b00982ac
s19plus-xil-nand-v1.3.6,s19plus,Antminer S19+,Bitmain,x19,XIL,nand,s19plus-xil-nand,1.3.6,stable,vnish-s19plus-xil-nand-v1.3.6.tar.gz,16192224,dabca262977086bdf480415bff3630dcc6cfbbb207e5abab2c4cd484b805f549
s19pro-xil-nand-v1.3.4,s19pro,Antminer S19 Pro,Bitmain,x19,XIL,nand,s19pro-xil-nand,1.3.4,stable,vnish-s19pro-xil-nand-v1.3.4.tar.gz,16182037,20ff9aadf6a99729719782aad693b69aa1d9ef8db79ade9a119d9e01aac7f4c7
s19pro-xil-nand-v1.3.5,s19pro,Antminer S19 Pro,Bitmain,x19,XIL,nand,s19pro-xil-nand,1.3.5,stable,vnish-s19pro-xil-nand-v1.3.5.tar.gz,16202388,10c54fa93b1856c3034d68faaf2c14a1b5a9182c70db92c8ffe147b36d5fab4b
s19pro-xil-nand-v1.3.6,s19pro,Antminer S19 Pro,Bitmain,x19,XIL,nand,s19pro-xil-nand,1.3.6,stable,vnish-s19pro-xil-nand-v1.3.6.tar.gz,16170793,78f0c0fdb34b580a5889a56f8fd69afce67d734860fc42863ef1d3ff39961f00
s19pro-a-xil-nand-v1.3.4,s19pro-a,Antminer S19 Pro-A,Bitmain,x19,XIL,nand,s19pro-a-xil-nand,1.3.4,stable,vnish-s19pro-a-xil-nand-v1.3.4.tar.gz,16179511,9dd15ae23c1b79b1f4e47d40b063caa97e55cba93d229f836985abd3edc95514
s19pro-a-xil-nand-v1.3.5,s19pro-a,Antminer S19 Pro-A,Bitmain,x19,XIL,nand,s19pro-a-xil-nand,1.3.5,stable,vnish-s19pro-a-xil-nand-v1.3.5.tar.gz,16198437,a5c3c14a3e27d489374358b3fb8f7b203c50f2c213f3dd65749ea8bdd35dd9f7
s19pro-a-xil-nand-v1.3.6,s19pro-a,Antminer S19 Pro-A,Bitmain,x19,XIL,nand,s19pro-a-xil-nand,1.3.6,stable,vnish-s19pro-a-xil-nand-v1.3.6.tar.gz,16175775,935fcdbdaeaff0f4f4af399d575a3590505f301f40384ac1094141d85ac9defc
s19pro-hydro-xil-nand-v1.3.4,s19pro-hydro,Antminer S19 Pro Hydro,Bitmain,x19,XIL,nand,s19pro-hydro-xil-nand,1.3.4,stable,vnish-s19pro-hydro-xil-nand-v1.3.4.tar.gz,16185458,fc6c46b9f3e2e20654e446df4566a75e650847c91e260f84b1136f3fc6aae3c1
s19pro-hydro-xil-nand-v1.3.5,s19pro-hydro,Antminer S19 Pro Hydro,Bitmain,x19,XIL,nand,s19pro-hydro-xil-nand,1.3.5,stable,vnish-s19pro-hydro-xil-nand-v1.3.5.tar.gz,16197859,dfcc1ce7cc5a7f9b3a188ff3352123a05745e547a8e9367d8907a3bad394eccb
s19pro-hydro-xil-nand-v1.3.6,s19pro-hydro,Antminer S19 Pro Hydro,Bitmain,x19,XIL,nand,s19pro-hydro-xil-nand,1.3.6,stable,vnish-s19pro-hydro-xil-nand-v1.3.6.tar.gz,16177566,6023570fb6b3d2d0805bd842f604ed3f7d6092699c0bb81de99b900214bbed80
s19pro-hydro-120-xil-nand-v1.3.4,s19pro-hydro-120,Antminer S19 Pro Hydro (120),Bitmain,x19,XIL,nand,s19pro-hydro-120-xil-nand,1.3.4,stable,vnish-s19pro-hydro-120-xil-nand-v1.3.4.tar.gz,16171604,0082d9991237cdfc8ba2bb1dd1778670a0b4bc938b549fa567923d82128b806f
s19pro-hydro-120-xil-nand-v1.3.5,s19pro-hydro-120,Antminer S19 Pro Hydro (120),Bitmain,x19,XIL,nand,s19pro-hydro-120-xil-nand,1.3.5,stable,vnish-s19pro-hydro-120-xil-nand-v1.3.5.tar.gz,16196563,82cc9567ceabfe1cca969612561be199e413710f365505ead500ea505ca81375
s19pro-hydro-120-xil-nand-v1.3.6,s19pro-hydro-120,Antminer S19 Pro Hydro (120),Bitmain,x19,XIL,nand,s19pro-hydro-120-xil-nand,1.3.6,stable,vnish-s19pro-hydro-120-xil-nand-v1.3.6.tar.gz,16172641,b3dffef3a79458dc368d7ff48e561062a595798a7a77e9660f49c958b798fe3c
s19pro-plus-hydro-xil-nand-v1.3.4,s19pro-plus-hydro,Antminer S19 Pro+ Hydro,Bitmain,x19,XIL,nand,s19pro-plus-hydro-xil-nand,1.3.4,stable,vnish-s19pro-plus-hydro-xil-nand-v1.3.4.tar.gz,16170622,7598b685c5db7dd10c7c46731cb9cbda4dead93f7457a708d569cb73f6778d08
s19pro-plus-hydro-xil-nand-v1.3.5,s19pro-plus-hydro,Antminer S19 Pro+ Hydro,Bitmain,x19,XIL,nand,s19pro-plus-hydro-xil-nand,1.3.5,stable,vnish-s19pro-plus-hydro-xil-nand-v1.3.5.tar.gz,16204564,89ff5c7e2a5e35a35f5350cae6008b23e77364cf1c7da443ea3c3be777bedd14
s19pro-plus-hydro-xil-nand-v1.3.6,s19pro-plus-hydro,Antminer S19 Pro+ Hydro,Bitmain,x19,XIL,nand,s19pro-plus-hydro-xil-nand,1.3.6,stable,vnish-s19pro-plus-hydro-xil-nand-v1.3.6.tar.gz,16169130,79a7a8fb31593172bd2af1efbee8b18ba9d76400cf712992ad93c1be1bc6f035
s19xp-aml-nand-v1.3.4,s19xp,Antminer S19 XP,Bitmain,x19,AML,nand,s19xp-aml-nand,1.3.4,stable,vnish-s19xp-aml-nand-v1.3.4.tar.gz,21541934,cbdc4e3ad9f7a5f1baec9ea1aa486b06db9b50930ee6c3a65a006fa72eb13d71
s19xp-cv-nand-v1.3.4,s19xp,Antminer S19 XP,Bitmain,x19,CV,nand,s19xp-cv-nand,1.3.4,stable,vnish-s19xp-cv-nand-v1.3.4.tar.gz,12359683,7ff5391d1b3d42c4830aa9b33a838c66646fa5322f67f4f37142802a75b2fc2e
s19xp-xil-nand-v1.3.4,s19xp,Antminer S19 XP,Bitmain,x19,XIL,nand,s19xp-xil-nand,1.3.4,stable,vnish-s19xp-xil-nand-v1.3.4.tar.gz,16169985,86b0f300eef82e347dceedb0fd4916aa8ec55807a80b606be249fe6fbc8ebb2f
s19xp-aml-nand-v1.3.5,s19xp,Antminer S19 XP,Bitmain,x19,AML,nand,s19xp-aml-nand,1.3.5,stable,vnish-s19xp-aml-nand-v1.3.5.tar.gz,21566147,eab00a9f6cccda6c35598244a326833958928c9ccf25c45d1d261e261da88656
s19xp-cv-nand-v1.3.5,s19xp,Antminer S19 XP,Bitmain,x19,CV,nand,s19xp-cv-nand,1.3.5,stable,vnish-s19xp-cv-nand-v1.3.5.tar.gz,12397672,68e550414b10a1e3c00dc59d06c7bb0c43d5a524d33c70bd3290755444578ace
s19xp-xil-nand-v1.3.5,s19xp,Antminer S19 XP,Bitmain,x19,XIL,nand,s19xp-xil-nand,1.3.5,stable,vnish-s19xp-xil-nand-v1.3.5.tar.gz,16194287,ae0cf9be1d4f9792f2a158f29146bda224fdfc36a5ae9c37837e218a29a4bdfe
s19xp-aml-nand-v1.3.6,s19xp,Antminer S19 XP,Bitmain,x19,AML,nand,s19xp-aml-nand,1.3.6,stable,vnish-s19xp-aml-nand-v1.3.6.tar.gz,21563149,52b1cd1472e0ac37509d881245e9fee0a319d4535729b85bf6f78eda4bdfd229
s19xp-cv-nand-v1.3.6,s19xp,Antminer S19 XP,Bitmain,x19,CV,nand,s19xp-cv-nand,1.3.6,stable,vnish-s19xp-cv-nand-v1.3.6.tar.gz,12495027,95ebaa2072fb084dd5fbaacc29d1e90142c56a22457f8eb5f16838fc9b0a8cfa
s19xp-xil-nand-v1.3.6,s19xp,Antminer S19 XP,Bitmain,x19,XIL,nand,s19xp-xil-nand,1.3.6,stable,vnish-s19xp-xil-nand-v1.3.6.tar.gz,16192938,3fc5ca522b40a0efdec5441776574c38dbbe17efd6702d88cb2ff69dd72e5dbc
s19xp-hydro-xil-nand-v1.3.4,s19xp-hydro,Antminer S19 XP Hydro,Bitmain,x19,XIL,nand,s19xp-hydro-xil-nand,1.3.4,stable,vnish-s19xp-hydro-xil-nand-v1.3.4.tar.gz,16172362,0bcca6d466a2fc1db9c4d278910221d7111cab0ad9cee65d517184c53ce0c150
s19xp-hydro-xil-nand-v1.3.5,s19xp-hydro,Antminer S19 XP Hydro,Bitmain,x19,XIL,nand,s19xp-hydro-xil-nand,1.3.5,stable,vnish-s19xp-hydro-xil-nand-v1.3.5.tar.gz,16178821,10768a6b207debc0f85297b00063dca1fcb3fb5cab435de8c9bb8c3bfbe07353
s19xp-hydro-xil-nand-v1.3.6,s19xp-hydro,Antminer S19 XP Hydro,Bitmain,x19,XIL,nand,s19xp-hydro-xil-nand,1.3.6,stable,vnish-s19xp-hydro-xil-nand-v1.3.6.tar.gz,16173838,31e7f0ff5c260885807f5512c7faa2c6c97a6ff8047598bca1afd2dade423bf3
s19xp-plus-aml-nand-v1.3.4,s19xp-plus,Antminer S19 XP+,Bitmain,x19,AML,nand,s19xp-plus-aml-nand,1.3.4,stable,vnish-s19xp-plus-aml-nand-v1.3.4.tar.gz,21541828,6bbc2a4822f603e3851401a6d4f1af14f42bf5aedb91eb9de44e51a673aa1a6b
s19xp-plus-aml-nand-v1.3.5,s19xp-plus,Antminer S19 XP+,Bitmain,x19,AML,nand,s19xp-plus-aml-nand,1.3.5,stable,vnish-s19xp-plus-aml-nand-v1.3.5.tar.gz,21549844,cf789bbf2061d66f9c5d5f87c534c209d4dce46fcb276a112927449dfdbbd75d
s19xp-plus-aml-nand-v1.3.6,s19xp-plus,Antminer S19 XP+,Bitmain,x19,AML,nand,s19xp-plus-aml-nand,1.3.6,stable,vnish-s19xp-plus-aml-nand-v1.3.6.tar.gz,21567205,4ed36201908ec425f58d664dd8ed3cd464f4ef18a935e65e08401dbaec004c67
s19xp-plus-hydro-xil-nand-v1.3.4,s19xp-plus-hydro,Antminer S19 XP+ Hydro,Bitmain,x19,XIL,nand,s19xp-plus-hydro-xil-nand,1.3.4,stable,vnish-s19xp-plus-hydro-xil-nand-v1.3.4.tar.gz,16166005,6d2c1838f724c39db6a643db10f782ab1681f61cb650de69a53cf73de3cb72bd
s19xp-plus-hydro-xil-nand-v1.3.5,s19xp-plus-hydro,Antminer S19 XP+ Hydro,Bitmain,x19,XIL,nand,s19xp-plus-hydro-xil-nand,1.3.5,stable,vnish-s19xp-plus-hydro-xil-nand-v1.3.5.tar.gz,16175156,6b96d858a5d8c3db4c1121c06b980482cded8aa5d14eda3723a2925a9030cbf8
s19xp-plus-hydro-xil-nand-v1.3.6,s19xp-plus-hydro,Antminer S19 XP+ Hydro,Bitmain,x19,XIL,nand,s19xp-plus-hydro-xil-nand,1.3.6,stable,vnish-s19xp-plus-hydro-xil-nand-v1.3.6.tar.gz,16172339,47838a6cf2f2f8d3aa2704b1438df28e13b54ac2c263cd741714e35b64d790eb
s21-aml-nand-v1.3.4,s21,Antminer S21,Bitmain,x21,AML,nand,s21-aml-nand,1.3.4,stable,vnish-s21-aml-nand-v1.3.4.tar.gz,21541837,5474fc4e3d97b0460cc95ca402752eb755199c38b1a61e3165e4d67550344b58
s21-aml-nand-v1.3.5,s21,Antminer S21,Bitmain,x21,AML,nand,s21-aml-nand,1.3.5,stable,vnish-s21-aml-nand-v1.3.5.tar.gz,21541929,da3d6312be551aeb8af90812dd41567cbaa3b87eb957dc7273414b9efbc1b6d9
s21-aml-nand-v1.3.6,s21,Antminer S21,Bitmain,x21,AML,nand,s21-aml-nand,1.3.6,stable,vnish-s21-aml-nand-v1.3.6.tar.gz,21565527,8679f6540f8b9f3cfe3f747d6d44399f8b277c7abaccc6efc99c3cdd52e15a2f
s21-hydro-xil-nand-v1.3.4,s21-hydro,Antminer S21 Hydro,Bitmain,x21,XIL,nand,s21-hydro-xil-nand,1.3.4,stable,vnish-s21-hydro-xil-nand-v1.3.4.tar.gz,16180710,78926aecc84dab3940d08c165450f13d8e022a7402602fe0653120babc3a9367
s21-hydro-xil-nand-v1.3.5,s21-hydro,Antminer S21 Hydro,Bitmain,x21,XIL,nand,s21-hydro-xil-nand,1.3.5,stable,vnish-s21-hydro-xil-nand-v1.3.5.tar.gz,16183541,a1b84f29104d4bb7b87053cec19cea2a85031a119b4cb0798436845d1ef6fe13
s21-hydro-xil-nand-v1.3.6,s21-hydro,Antminer S21 Hydro,Bitmain,x21,XIL,nand,s21-hydro-xil-nand,1.3.6,stable,vnish-s21-hydro-xil-nand-v1.3.6.tar.gz,16193126,090667373b519eb236ea0f27f1930d3b9fe29f89e514b7bb4596181105bd2c11
s21-imm-aml-nand-v1.3.4,s21-imm,Antminer S21 Imm,Bitmain,x21,AML,nand,s21-imm-aml-nand,1.3.4,stable,vnish-s21-imm-aml-nand-v1.3.4.tar.gz,21552292,e9269a67d413c686c4a7d21af003000ba4d7fa22d4b36af8ced4d9dec511d078
s21-imm-aml-nand-v1.3.5,s21-imm,Antminer S21 Imm,Bitmain,x21,AML,nand,s21-imm-aml-nand,1.3.5,stable,vnish-s21-imm-aml-nand-v1.3.5.tar.gz,21574860,d0a57caff9c7adf022f0e9047306d81d229c4978ec9b5c757784c17a68b4fc6e
s21-imm-aml-nand-v1.3.6,s21-imm,Antminer S21 Imm,Bitmain,x21,AML,nand,s21-imm-aml-nand,1.3.6,stable,vnish-s21-imm-aml-nand-v1.3.6.tar.gz,21541011,9f870d447b63baf9881f324987b4cff4a0e617bfd0c57f8ac2ae944dbb4ea827
s21e-hydro-aml-nand-v1.3.4,s21e-hydro,Antminer S21e Hydro,Bitmain,x21,AML,nand,s21e-hydro-aml-nand,1.3.4,stable,vnish-s21e-hydro-aml-nand-v1.3.4.tar.gz,21560163,50ccbe2d9c37c2286367c48756c3c81b2a9bf15277134699b46ae6925bedc92b
s21e-hydro-xil-nand-v1.3.4,s21e-hydro,Antminer S21e Hydro,Bitmain,x21,XIL,nand,s21e-hydro-xil-nand,1.3.4,stable,vnish-s21e-hydro-xil-nand-v1.3.4.tar.gz,16184882,0790bbd3b5d57ab22f56ecc000319f87e651ee38e6466ea08c91f647bb6b18fb
s21e-hydro-aml-nand-v1.3.5,s21e-hydro,Antminer S21e Hydro,Bitmain,x21,AML,nand,s21e-hydro-aml-nand,1.3.5,stable,vnish-s21e-hydro-aml-nand-v1.3.5.tar.gz,21542470,b2d6f069f5420b160115c894cf399e7f69baa273f660c8592afe4ac35a79369f
s21e-hydro-xil-nand-v1.3.5,s21e-hydro,Antminer S21e Hydro,Bitmain,x21,XIL,nand,s21e-hydro-xil-nand,1.3.5,stable,vnish-s21e-hydro-xil-nand-v1.3.5.tar.gz,16172365,4d72def8d726b889f365ff03f2f38409b8701908ad85bb2e7ff68352b23426e2
s21e-hydro-aml-nand-v1.3.6,s21e-hydro,Antminer S21e Hydro,Bitmain,x21,AML,nand,s21e-hydro-aml-nand,1.3.6,stable,vnish-s21e-hydro-aml-nand-v1.3.6.tar.gz,21547886,783ce12bf564d0b15bb8bd36862e24b6a1d6bd9aaa392d6c958c3ad371662baa
s21e-hydro-xil-nand-v1.3.6,s21e-hydro,Antminer S21e Hydro,Bitmain,x21,XIL,nand,s21e-hydro-xil-nand,1.3.6,stable,vnish-s21e-hydro-xil-nand-v1.3.6.tar.gz,16197304,f547e90d98bf6e1d4a608054edd768014c1e11c854deb83022aeb19df387fa8a
s21e-xp-hydro-xil-nand-v1.3.4,s21e-xp-hydro,Antminer S21e XP Hydro,Bitmain,x21,XIL,nand,s21e-xp-hydro-xil-nand,1.3.4,stable,vnish-s21e-xp-hydro-xil-nand-v1.3.4.tar.gz,16180206,0cbcbf781b3dff559fc806a00a2347be37c79afa7b325d0eb9dfda965ff342a9
s21e-xp-hydro-xil-nand-v1.3.5,s21e-xp-hydro,Antminer S21e XP Hydro,Bitmain,x21,XIL,nand,s21e-xp-hydro-xil-nand,1.3.5,stable,vnish-s21e-xp-hydro-xil-nand-v1.3.5.tar.gz,16178516,ea73fdf847c67ee03b090af518e9d11b1ed81d005a21038793f013f06dae274b
s21e-xp-hydro-xil-nand-v1.3.6,s21e-xp-hydro,Antminer S21e XP Hydro,Bitmain,x21,XIL,nand,s21e-xp-hydro-xil-nand,1.3.6,stable,vnish-s21e-xp-hydro-xil-nand-v1.3.6.tar.gz,16168780,2b1c0b11bccddf95c39a54ce1852f4dc7a3e5b8ef1ffca34c575ae8718f3b313
s21plus-aml-nand-v1.3.4,s21plus,Antminer S21+,Bitmain,x21,AML,nand,s21plus-aml-nand,1.3.4,stable,vnish-s21plus-aml-nand-v1.3.4.tar.gz,21553994,92afc21d30b0ab896fdb47d36f6fddb5377625415f8bcef98464704d01814c4a
s21plus-aml-nand-v1.3.5,s21plus,Antminer S21+,Bitmain,x21,AML,nand,s21plus-aml-nand,1.3.5,stable,vnish-s21plus-aml-nand-v1.3.5.tar.gz,21570052,6552b1cfb2c5297e75a36f00d945e601d58aff3408ab873c2992e1873b320a26
s21plus-aml-nand-v1.3.6,s21plus,Antminer S21+,Bitmain,x21,AML,nand,s21plus-aml-nand,1.3.6,stable,vnish-s21plus-aml-nand-v1.3.6.tar.gz,21566634,095427ffde46c2d30391a2d161d107bca6550a5fd876a6315df6737588b6c717
s21plus-hydro-cv-nand-v1.3.4,s21plus-hydro,Antminer S21+ Hydro,Bitmain,x21,CV,nand,s21plus-hydro-cv-nand,1.3.4,stable,vnish-s21plus-hydro-cv-nand-v1.3.4.tar.gz,12371136,b39e17689e217959a1dfd8cdda84c06f00dba298a8e3c486bd71640f49eb5ef0
s21plus-hydro-xil-nand-v1.3.4,s21plus-hydro,Antminer S21+ Hydro,Bitmain,x21,XIL,nand,s21plus-hydro-xil-nand,1.3.4,stable,vnish-s21plus-hydro-xil-nand-v1.3.4.tar.gz,16178863,3a06e4854af8e615d626fb8d2611558df37fbb39a762271c5cdd8072e60fe4b4
s21plus-hydro-cv-nand-v1.3.5,s21plus-hydro,Antminer S21+ Hydro,Bitmain,x21,CV,nand,s21plus-hydro-cv-nand,1.3.5,stable,vnish-s21plus-hydro-cv-nand-v1.3.5.tar.gz,12394556,1b241e96879646b75cb7338743f1b19f9c2b625b0f7693714dd7dabfcc5e273c
s21plus-hydro-xil-nand-v1.3.5,s21plus-hydro,Antminer S21+ Hydro,Bitmain,x21,XIL,nand,s21plus-hydro-xil-nand,1.3.5,stable,vnish-s21plus-hydro-xil-nand-v1.3.5.tar.gz,16193304,e2235f72b4bab0c6c38cfd1879176ccdde9a3e1c105b1684887e4677e7a5fc51
s21plus-hydro-cv-nand-v1.3.6,s21plus-hydro,Antminer S21+ Hydro,Bitmain,x21,CV,nand,s21plus-hydro-cv-nand,1.3.6,stable,vnish-s21plus-hydro-cv-nand-v1.3.6.tar.gz,12466991,3afda487248d00170ecfc45dd021897c2509b9a4e507683c1e9446fa9ab7cfda
s21plus-hydro-xil-nand-v1.3.6,s21plus-hydro,Antminer S21+ Hydro,Bitmain,x21,XIL,nand,s21plus-hydro-xil-nand,1.3.6,stable,vnish-s21plus-hydro-xil-nand-v1.3.6.tar.gz,16179508,7d19576e0c2a68ba864c70f1e146f90e327d9a88280425eae45d1e9af68fb416
